,IDN,ISBN,year,author,language,original language,title,uniform title,publisher,country
544,9958799959403338,9784105901585,2019nen 6gatsu 25nichi,"Seethaler, Robert",jpn,ger,Aru isshō,<<Ein>> ganzes Leben,Tōkyōto,XB-JP
546,9958968206603338,9781803091426,2023,"Mayröcker, Friederike",eng,ger,As mornings and mossgreen I. step to the window,Da ich morgens und moosgrün. ans Fenster trete,London,XA-GB
553,990038164520603338,9788495291165,2010,"Bernhard, Thomas",spa,ger,Así en la tierra como en el infierno,Auf der Erde und in der Hölle,Segovia,XA-ES
555,9958947493703338,9786257650014,Haziran 2022,"Jelinek, Elfriede",tur,ger,Âşık kadınlar,<<Die>> Liebhaberinnen,İstanbul,XB-TR
557,9958582473903338,9788680912110,2017,"Hamerling, Robert",srp,ger,Aspasija,Aspasia,Beograd,XA-RS
562,990049828230603338,9780802854711,2016,"Bansch, Helga",eng,ger,At night,In der Nacht ...,Grand Rapids,XD-US
567,990037411960603338,9788483430866,2010,"Nöstlinger, Christine",cat,ger,Atenció! En Vranek sembla del tot inofensiu!,Achtung! Vranek sieht ganz harmlos aus!,[Barcelona],XA-ES
568,9958827079003338,9788490271612,[2020],"Handke, Peter",baq,ger,Atezainaren larria penalti-jaurtiketan,<<Die>> Angst des Tormanns beim Elfmeter,Donostia,XA-ES
571,990049218130603338,9788807031687,ottobre 2015,"Ransmayr, Christoph",ita,ger,Atlante di un uomo irrequieto,Atlas eines ängstlichen Mannes,Milano,XA-IT
572,990049736940603338,9789533400358,2016,"Ransmayr, Christoph",hrv,ger,Atlas bojažljiva čovjeka,Atlas eines ängstlichen Mannes,Zagreb,XA-HR
573,9958493262903338,9782253073017,2017,"Ransmayr, Christoph",fre,ger,Atlas d'un homme inquiet,Atlas eines ängstlichen Mannes,Paris,XA-FR
574,990048739920603338,9782226317100,2015,"Ransmayr, Christoph",fre,ger,Atlas d'un homme inquiet,Atlas eines ängstlichen Mannes,Paris,XA-FR
578,990049184190603338,9788365125279,2016,"Ransmayr, Christoph",pol,ger,Atlas lękliwego mężczyzny,Atlas eines ängstlichen Mannes,Wrocław,XA-PL
579,990048834680603338,9789549621648,2015,"Ransmayr, Christoph",bul,ger,Atlas na edin bojazliv măz,Atlas eines ängstlichen Mannes,Sofija,XA-BG
580,9958575280503338,9780857426314,2018,"Ransmayr, Christoph",eng,ger,Atlas of an anxious man,Atlas eines ängstlichen Mannes,London,XA-GB
581,990049205310603338,9780857423146,2016,"Ransmayr, Christoph",eng,ger,Atlas of an anxious man,Atlas eines ängstlichen Mannes,London,XA-GB
582,990047192450603338,9789044624809,2014,"Ransmayr, Christoph",dut,ger,Atlas van een bange man,Atlas eines ängstlichen Mannes,Amsterdam,XA-NL
587,9958943591203338,9783035805154,[2022],"Perec, Georges",ger,fre,<<Das>> Attentat von Sarajevo,<<L'>> attentat de Sarajevo,Zürich,XA-CH
588,9958562469003338,9789632276571,2018,"Kafka, Franz",hun,ger,<<Az>> átváltozás,fail,Budapest,XA-HU
590,990038391550603338,9782742799350,2011,"Walser, Alissa",fre,ger,Au commencement la nuit était musique,Am Anfang war die Nacht Musik,Arles,XA-FR
597,990043329420603338,9783406653858,2013,"Frame, Janet",ger,eng,Auf dem Maniototo,On the Maniototo,München,XA-DE
630,990006255280603338,9783908612025,2015,"Weninger, Brigitte",roh,ger,"Aunghel, lieur, capetscha da misarocla ...",fail,Laax,XA-CH
659,990044102310603338,9789687791760,2011,"Nöstlinger, Christine",spa,ger,<<La>> auténtica Susi,Echt Susi,"México, D.F.",XD-MX
660,990043122540603338,9788671881210,2010,"Bernhard, Thomas",srp,ger,Autobiografski spisi,fail,Novi Sad,XA-SP
663,990038621860603338,9789896231422,2011,"Canetti, Elias",por,ger,Auto-de-fé,<<Die>> Blendung,[Lisboa],XA-PT
664,990046768010603338,9786066090315,2011,"Löhr, Robert",rum,ger,Automatul de şah,<<Der>> Schachautomat,Bucureşti,XA-RO
666,990047300700603338,9783937717517,2010,"Paskov, Viktor",ger,bul,Autopsie,Autopsia na edna ljubov,Berlin,XA-DE-BE
669,9958862856803338,9789172476059,[2021],"Bernhard, Thomas",swe,ger,Ave Vergilius,Ave Vergil,[Lund],XA-SE
670,990051183900603338,9788823517349,aprile 2017,"Bernhard, Thomas",ita,ger,Ave Virgilio,Ave Vergil,Milano,XA-IT
673,990049798390603338,9789583048296,2015,"Luhn, Usch",spa,ger,<<La>> aventura de la princesa Lila,Prinzessin Lilas abenteuerliche Reise,"Bogotá D.C., Columbia",XD-CO
674,990050040850603338,fail,2016-,"Villele Hartig, Eleonore",fre,ger,<<Les>> aventures de Sunily,Sunilys Abenteuer,Willebadessen,XA-DE-NW
675,990050278800603338,9788508151288,2016,"Brezina, Thomas",por,ger,<<O>> avião fantasma,<<Das>> Geisterflugzeug,"São Paulo, SP",XD-BR
676,9958540376703338,9788466144773,juliol de 2018,"Brezina, Thomas",cat,ger,<<L'>> avió fantasma,<<Das>> Geisterflugzeug,Barcelona,XA-ES
677,990049592570603338,9788467561630,[2013],"Brezina, Thomas",spa,ger,<<El>> avión fantasma,<<Das>> Geisterflugzeug,Boadilla del Monte (Madrid),XA-ES
678,990037882470603338,9788492683260,2010,"Handke, Peter",spa,ger,<<Los>> avispones,<<Die>> Hornissen,Madrid,XA-ES
679,990043941450603338,9789461641649,2012,"Haushofer, Marlen",dut,ger,<<De>> avonturen van kater Balthazar,Bartls Abenteuer,Amsterdam,XA-NL
680,9958504675203338,9786059691666,Aralık 2016,"Zweig, Stefan",tur,ger,"Avrupa'nin vicdanı ""Romain Rolland""",Romain Rolland,İstanbul,XB-TR
681,990045019830603338,9781564787941,2012,"Jonke, Gert",eng,ger,Awakening to the great sleep war,Erwachen zum großen Schlafkrieg,"Champaign, Ill. [u.a.]",XD-US
682,990044430210603338,9788420663319,2011,"Handke, Peter",spa,ger,"Ayer, de camino",Gestern unterwegs,Madrid,XA-ES
683,9958827878703338,9786052985502,2019,"Bernhard, Thomas",tur,ger,Ayin demiri altinda,Unter dem Eisen des Mondes,İstanbul,XB-TR
684,990050079650603338,9786191506989,2016,"Kehlmann, Daniel",bul,ger,Az i Kaminski,Ich und Kaminski,Sofija,XA-BG
685,9958797476303338,9789648706253,1397 [2018],fail,per,ger,Az Kāfkā tā Grās,fail,Tihrān,XB-IR
687,990047507750603338,9787530752852,2014,"Nöstlinger, Christine",chi,ger,Ba te xian sheng de fan lao huan tong yao,Mr. Bats Meisterstück oder die total verjüngte Oma,Tian jin,XB-CN
688,990044911480603338,9788360699195,2013,"Jelinek, Elfriede",pol,ger,Babel,Babel,Warszawa,XA-PL
689,990057720210603338,9786197362077,2017,"Vögel, Stefan",bul,ger,Băbrekăt,<<Die>> Niere,Sofija,XA-BG
697,9958964601303338,9789605864088,Maios 2022,"Bernhard, Thomas",gre,ger,Badizontas,Gehen,Athēna,XA-GR
698,990049633330603338,9789542915805,2015,"Kehlmann, Daniel",bul,ger,Bădni večer,Heilig Abend,Sofija,XA-BG
699,9958269787403338,9788771512120,[2017],"Kaiser, Vea",dan,ger,Bændelorm og hornmusik eller Da videnskaben kom til bjergene,Blasmusikpop,[København],XA-DK
703,9958522572503338,9789172998360,2017,"Hula, Saskia",swe,ger,Bästa gänget i världen,<<Die>> beste Bande der Welt,[Bromma],XA-SE
706,9958822279403338,9789046827550,[2020],"Helfer, Monika",dut,ger,<<De>> bagage,<<Die>> Bagage,[Amsterdam],XA-NL
707,9958911234003338,9789188753403,[2021],"Helfer, Monika",swe,ger,Bagaget,<<Die>> Bagage,Göteborg,XA-SE
709,9958945293703338,9783423764032,[2022],"Ibbotson, Eva",ger,eng,Bahnsteig 13 öffnet sich wieder,Beyond platform 13,München,XA-DE-BY
710,9958812076303338,9788416537525,noviembre 2019,"Geiger, Arno",spa,ger,Bajo el muro del dragón,Unter der Drachenwand,Xixón,XA-ES
720,9958818980003338,9788090777125,2020,"Zweig, Stefan",cze,ger,Balzac,Balzac,Praha,XA-CZ
726,9958583773303338,9788671826358,2017,"Salten, Felix",scr,ger,Bambi,Bambi,Beograd,XA-RS
727,990049497370603338,8671822354,2012,"Salten, Felix",scr,ger,Bambi,Bambi,Beograd,XA-CSXX
729,9958566973603338,9789634320166,[2016],"Salten, Felix",hun,ger,Bambi,Bambi,[Budapest],XA-HU
730,9958852455103338,9789916613603,[2020],"Salten, Felix",est,ger,Bambi,Bambi,[Tallinn],XA-EE
732,9958938910903338,9788664750240,2021,"Salten, Felix",srp,ger,Bambi,Bambi,Beograd,XA-RS
733,990049978530603338,9782743636470,2016,"Salten, Felix",fre,ger,Bambi,Bambi,Paris,XA-FR
734,9958550957403338,9788365122476,[2018],"Salten, Felix",pol,ger,Bambi,Bambi,Poznań,XA-PL
735,9958935602203338,9781681376318,[2022],"Salten, Felix",eng,ger,Bambi,Bambi,New York,XD-US
737,9959070810903338,9786082594231,2019,"Salten, Felix",mac,ger,Bambi,Bambi,Skopje,XA-MK
738,990048370800603338,9788090599925,2014,"Jelinek, Elfriede",cze,ger,Bambiland,Bambiland,Praha,XA-CZ
739,9958359766603338,9789523393561,2016,"Salten, Felix",fin,ger,Bambin lapset,Bambis Kinder,Helsinki,XA-FI
740,990049352600603338,9789523307476,2016,"Salten, Felix",fin,ger,Bambin lapset,Bambis Kinder,Helsinki,XA-FI
741,9958537558003338,9788845294808,[2018],"Köhlmeier, Michael",ita,ger,<<La>> bambina con il ditale,<<Das>> Mädchen mit dem Fingerhut,Firenze - Italia,XA-IT
743,9959003706703338,9788834612811,dicembre 2022,"Setz, Clemens J.",ita,ger,<<I>> bambini indaco,Indigo,Milano,XA-IT
748,990049203310603338,9788508166138,2015,"Brezina, Thomas",por,ger,<<Os>> bandidos da internet,<<Die>> Internet-Banditen,"São Paulo, SP",XD-BR
749,9958995001003338,9788664071246,2020,"Drainac, Rade",srp,srp,Bandit oder Dichter,fail,Beograd,XA-RS
750,9959050207603338,9788854527454,[2023],"Seethaler, Robert",ita,ger,<<Il>> bar senza nome,<<Das>> Café ohne Namen,Vicenza,XA-IT
752,990049511720603338,9788799468379,[2015],"Bernhard, Thomas",dan,ger,<<Et>> barn,<<Ein>> Kind,[Frederiksberg],XA-DK
755,9958954206703338,9789028212404,juli 2021,"Lernet-Holenia, Alexander",dut,ger,Baron Bagge,fail,Amsterdam,XA-NL
757,990047420790603338,9782918823087,2015,"Suttner, Bertha <<von>>",fre,ger,Bas les armes!,<<Die>> Waffen nieder!,Levallois-Perret (Haute-Seine),XA-FR
761,9958513773403338,9786056723124,Nisan 2017,"Waterhouse, Peter",tur,ger,Başka İnsanlar,Andere Menschen,Çukurova/Adana,XB-TR
762,9958993805303338,9786051858463,Eylül 2022,"Menasse, Robert",tur,ger,Başkent,<<Die>> Hauptstadt,Cağaloğlu/İstanbul,XB-TR
765,990057704300603338,9788086911489,2016,"Hadwiger, Viktor",cze,ger,Básně,fail,Praha,XA-CZ
766,990049593790603338,9788074850752,2016,"Ebner-Eschenbach, Marie <<von>>",cze,ger,"Básnířka dvou srdcí, aneb, Zdislavice a Vídeň",fail,Brno,XA-CZ
771,990048762300603338,9789750723391,Ekim 2014,"Janisch, Heinz",tur,ger,Bay Jaromir ve çalınan elmaslar,Herr Jaromir und die gestohlenen Juwelen,"Galatasaray, İstanbul",XB-TR
772,990050353700603338,9789750732898,Ağustos 2016,"Janisch, Heinz",tur,ger,Bay Jaromir ve usta hırsız,Herr Jaromir und der Meisterdieb,"Galatasaray, İstanbul",XB-TR
773,990050075140603338,9786059908559,Mart 2015,"Baronsky, Eva",tur,ger,Bay Mozart uyanıyor,Herr Mozart wacht auf,İstanbul,XB-TR
776,9958802768103338,9789463384537,[2018],"Schnitzler, Arthur",dut,ger,Beate en haar zoon,Frau Beate und ihr Sohn,Soesterberg,XA-NL
790,990017601110603338,9783492053723,2010,"Márai, Sándor",ger,hun,Befreiung,Szabadulás,München [u.a.],XA-DE-BY
795,990050082410603338,9788874628292,[2016],"Handke, Peter",ita,ger,<<I>> bei giorni di Aranjuez,<<Die>> schönen Tage von Aranjuez,Macerata,XA-IT
797,990046343310603338,9787539190365,2014,"Härtling, Peter",chi,ger,Bei yi wang de bao luo,"Paul, das Hauskind",Nan chang,XB-CN
803,990049336120603338,9789632635613,2016,"Bernhard, Thomas",hun,ger,Békétlenség haszonbérbe,Békétlenség haszonbérbe,Budapest,XA-HU
804,990048767310603338,9788680274010,2015,"Meyrink, Gustav",srp,ger,Beli dominikanac,<<Der>> weiße Dominikaner,Beograd,XA-SP
806,990057733710603338,9789542915430,2013,"Vögel, Stefan",bul,ger,Bella Donna,fail,Sofija,XA-BG
810,9958512569903338,9783898769259,[2018],"Härtling, Peter",fry,ger,Ben mei Anna so hal liis,Ben liebt Anna,Husum,XA-DE-SH
816,9958589477203338,9789100183486,2019,"Handke, Peter",swe,ger,Berättelse om ett liv,Wunschloses Unglück,[Stockholm],XA-SE
829,9959029409003338,9789026360053,[2022],"Knecht, Doris",dut,ger,<<Het>> bericht,<<Die>> Nachricht,Amsterdam,XA-NL
831,990044955330603338,9785911031640,2013,"Roth, Joseph",rus,ger,Berlin i okrestnosti,fail,Moskva,XA-RU
832,9958807467803338,9789955294320,[2020],"Werfel, Franz",lit,ger,Bernadetos giesmė,<<Das>> Lied von Bernadette,Vilnius,XA-LT
833,9958889753803338,9783751800730,2022,"Dhôtel, André",ger,fre,Bernard der Faulpelz,Bernard le paresseux,Berlin,XA-DE
836,990037444380603338,9789100123918,2010,"Kehlmann, Daniel",swe,ger,Berömmelse,Ruhm,[Stockholm],XA-SE
837,990045157010603338,9788770905800,2011,"Hula, Saskia",dan,ger,Bertil og bøgerne,<<Der>> Lesemuffel,[Århus],XA-DK
838,990045157020603338,9788770905817,2011,"Hula, Saskia",dan,ger,Bertil og feriehaeftet,<<Der>> Mathemuffel,[Århus],XA-DK
840,990050075080603338,9788740604245,[2015],"Schreiber-Wicke, Edith",dan,ger,<<Et>> besøg juleaften,Besuch am Weihnachtsabend,[Aarhus],XA-DK
855,9958599477103338,9789898866677,outubro de 2019,"Bernhard, Thomas",por,ger,Betão,Beton,Lisboa,XA-PT
857,990047589290603338,9788679580948,2014,"Bernhard, Thomas",srp,ger,Beton,Beton,Beograd,XA-SP
858,9959017406603338,9785911036386,2023,"Bernhard, Thomas",rus,ger,Beton,Beton,Moskva,XA-RU
860,9958945304903338,9789493186491,[2022],"Bernhard, Thomas",dut,ger,Beton,Beton,[Bleiswijk],XA-NL
861,9958822579303338,9789549621778,2020,"Bernhard, Thomas",bul,ger,Beton,Beton,Sofija,XA-BG
862,9959078403703338,9789188903457,2023,"Bernhard, Thomas",swe,ger,Betong,Beton,Stockholm,XA-SE
867,9958872654603338,9783311133971,[2021],"Simenon, Georges",ger,fre,Betty,Betty,Zürich,XA-CH
870,990042652360603338,9781906548735,2012,"Zweig, Stefan",eng,ger,Beware of pity,Ungeduld des Herzens,London,XA-GB
871,990042401420603338,9788072602483,2011,"Améry, Jean",cze,ger,Bez viny a trestu,Jenseits von Schuld und Sühne,Praha,XA-CZ
872,9958938906703338,9788671881777,2018,"Roth, Joseph",srp,ger,Bežane bez kraja,<<Die>> Flucht ohne Ende,Novi Sad,XA-RS
876,9958515373803338,9783150111833,2018,"Poláček, Karel",ger,cze,<<Die>> Bezirksstadt,Okresní město,Ditzingen,XA-DE
877,9958800064503338,9788378662396,2020,"Roth, Joseph",pol,ger,Białe Miasta,fail,Kraków,XA-PL
878,9958507278303338,9787115476197,2018 nian 3 yue,"Brezina, Thomas",chi,ger,Bian shen yao shui,<<Das>> Gift des roten Leguans,Bei jing,XB-CN
881,990042373920603338,9789632632384,2012,"Glauser, Friedrich",hun,ger,<<A>> bicikliküllő,Krock & Co. <<ungar.>>,Budapest,XA-HU
882,9958599478603338,9789020415179,september 2016,"Roth, Joseph",dut,ger,"Biecht van een moordenaar, verteld in één nacht","Beichte eines Mörders, erzählt in einer Nacht",Amsterdam,XA-NL
887,9959085509003338,9782267050783,[2023],"Handke, Peter",fre,ger,Bienvenue au conseil de surveillance,Begrüßung des Aufsichtsrats,[Paris],XA-FR
892,990048655610603338,9789059365315,2015,"Flašar, Milena Michiko",dut,ger,<<Een>> bijna volmaakte vriendschap,Ich nannte ihn Krawatte,Amsterdam,XA-NL
893,9958493248803338,9782330081584,2017,"Winkler, Katharina",fre,ger,<<Les>> bijoux bleus,Blauschmuck,Arles,XA-FR
898,9958558924003338,9786053606604,ocak 2019,"Zweig, Stefan",tur,ger,Bilinmeyen bir kadının mektubu,Brief einer Unbekannten,İstanbul,XB-TR
899,990044704710603338,9786053751007,2013,"Broch, Hermann",tur,ger,Bilinmeyen değer,<<Die>> unbekannte Größe,"Kadıköy, İstanbul",XB-TR
902,9958959405203338,9783462004236,[2022],"Maljarčuk, Tanja",ger,ukr,Biografie eines zufälligen Wunders,Biohrafija vypadkovoho čuda,Köln,XA-DE-NW
903,9958558953803338,9786053329527,ocak 2019,"Zweig, Stefan",tur,ger,Bir çöküşün öyküsü,Geschichte eines Untergangs,İstanbul,XB-TR
904,990051014880603338,9786051213965,Kasım 2016,"Gruber, Sabine",tur,ger,Bir gecede,Über Nacht,Ankara,XB-TR
905,9958126301003338,9786052981139,Haziran 2017,"Zweig, Stefan",tur,ger,Bir kadının hayatından 24 saat,Vierundzwanzig Stunden aus dem Leben einer Frau,İstanbul,XB-TR
906,9958558924803338,9786053324225,2019,"Zweig, Stefan",tur,ger,Bir kadının yaşamından yirmi dört saat,Vierundzwanzig Stunden aus dem Leben einer Frau,İstanbul,XB-TR
907,9958493280503338,9786052980835,aralık 2017,"Kafka, Franz",tur,ger,Bir kardeş cinayeti,<<Ein>> Brudermord,İstanbul,XB-TR
908,9958508480703338,9789750710728,ekim 2017,"Kafka, Franz",tur,ger,Bir kavganın tasviri,fail,"Galatasaray, İstanbul",XB-TR
909,9958978611203338,9786257693288,[2021],"Kafka, Franz",tur,ger,Bir Savaşın Tasviri,Beschreibung eines Kampfes,Istanbul,XB-TR
919,990046862970603338,9789029589529,2014,"Kaiser, Vea",dut,ger,Blaasmuziekpop,Blasmusikpop,Amsterdam [u.a.],XA-NL
921,990049120300603338,9782253098690,mars 2016,"Elsberg, Marc",fre,ger,Black-out,Blackout,Paris,XA-FR
922,990047585110603338,9782371190146,2015,"Elsberg, Marc",fre,ger,Black-out,Blackout,Paris,XA-FR
927,990050024000603338,9781784161897,2017,"Elsberg, Marc",eng,ger,Blackout,Blackout,London,XA-GB
929,990050328160603338,9782266268943,[2017],"Kaiser, Vea",fre,ger,Blasmusikpop,Blasmusikpop oder wie die Wissenschaft in die Berge kam,[Paris],XA-FR
932,990048244980603338,9782258113374,2015,"Kaiser, Vea",fre,ger,Blasmusikpop ou comment un ver solitaire changea le monde,Blasmusikpop oder wie die Wissenschaft in die Berge kam,[Paris],XA-FR
942,9958799959203338,9786063803208,[2019],"Winkler, Katharina",ger,ger,Blauschmuck,Blauschmuck,"Bucureşti, România",XA-RO
945,990050082460603338,9788081018664,[2015],"Menasse, Robert",slo,ger,"Blažené časy, krehký svet","Selige Zeiten, brüchige Welt",Bratislava,XA-SK
946,9958504675503338,9789460014581,[2016],"Werfel, Franz",dut,ger,<<Het>> bleekblauwe handschrift van een vrouw,<<Eine>> blassblaue Frauenschrift,Antwerpen,XA-BE
952,9958870051703338,9785041055592,2019,"Elsberg, Marc",rus,ger,Blėkaut,Blackout,Moskva,XA-RU
959,990037442840603338,9782354390280,2010,"Ausländer, Rose",ger,ger,Blinder Sommer,fail,Baume-les-Dames,XA-FR
961,9958492063303338,9789059374096,[2015],"Roth, Joseph",dut,ger,<<De>> blonde neger en andere portretten,fail,Amsterdam,XA-NL
964,9958910323803338,9781608011872,[2020],fail,eng,ger,Blossoms in snow,fail,"New Orleans, Louisiana",XD-US
965,9958965495903338,9781803090023,2022,"Winkler, Katharina",eng,ger,Blue jewellery,Blauschmuck,London,XA-GB
974,9958872731503338,9788520013519,2018,"Kafka, Franz",por,ger,"Blumfeld, um solteirão de mais idade e outras histórias","Blumfeld, ein älterer Junggeselle",Rio de Janeiro,XD-BR
989,990038162140603338,9789639378797,2010,"Menasse, Eva",hun,ger,Bocsánatos főbűnök,Lässliche Todsünden,[Budapest],XA-HU
990,9959003603003338,9788417902254,julio de 2020,"Zweig, Stefan",spa,ger,<<Una>> boda en Lyon y otros relatos,<<Die>> Hochzeit von Lyon und andere Erzählungen,Barcelona,XA-ES
1001,990050302670603338,9788770908665,2012,fail,dan,ger,Bøhmanden,fail,[Århus],XA-DK
1003,9958955509503338,9786192620189,2022,"Preses, Peter",bul,ger,Bokerer,<<Der>> Bockerer,Sofija,XA-BG
1004,990044435220603338,9789542915232,2012,"Schneider, Robert",bul,ger,Bokluk,Dreck,Sofija,XA-BG
1005,9958799960303338,9784261073386,2018nen 3gatsu 31nichi,"Flašar, Milena Michiko",jpn,ger,Boku to nekutai san,Ich nannte ihn Krawatte,Tokyōto,XB-JP
1006,990036549640603338,9785170595860,2010,"Jelinek, Elfriede",rus,ger,"Bolezn', ili Sovremennye ženščiny",fail,Moskva,XA-RU
1007,9958863152903338,9788859246497,[2018],"Roth, Joseph",ita,ger,Bolle di sapone,fail,Torino,XA-IT
1010,990044489400603338,9783446245020,2014,"Velikić, Dragan",ger,srp,Bonavia,Bonavia,Berlin,XA-DE-BY
1012,990042803550603338,9781612191690,2013,"Haas, Wolf",eng,ger,<<The>> bone man,<<Der>> Knochenmann,"[New York], NY [u.a.]",XA-GB
1016,9959070807603338,9786192620318,2023,"Hochgerner, Isa",bul,ger,Borbata na Paula,Paulas Kampf,Sofija,XA-BG
1017,990050086040603338,9784336057600,2013-nen 11-gatsu 20-ka,"Perutz, Leo",jpn,ger,Boribaru kōshaku,<<Der>> Marques de Bolibar,Tōkyōto,XB-JP
1029,990049756710603338,9788393850235,2014,"Risojević, Ranko",pol,srp,Bośniacki kat,Bosanski dželat,Kraków,XA-PL
1031,990042783050603338,9783518224700,2012,"Lipuš, Florjan",ger,slv,Boštjans Flug,Boštjanov let,Berlin,XA-DE
1034,990049040180603338,9781909570023,2015,"Aichinger, Ilse",eng,ger,<<The>> Bound man and other stories,<<Der>> Gefesselte,"Ventnor, Isle of Wight",XA-GB
1036,990037774810603338,9789600514940,2010,"Bernhard, Thomas",gre,ger,<<Ta>> brabeia mu,"Meine Preise <griech., neugriech.>",Athēna,XA-GR
1038,990047567240603338,9788493982768,2012,"Zweig, Stefan",spa,ger,Brasil,Brasilien,Madrid,XA-ES
1041,990036566300603338,9780735823228,2010,"Bansch, Helga",eng,ger,"Brava, Mimi!",Mimi kleine Ballerina,"New York, NY [u.a.]",XD-US
1042,990048080980603338,9788651917038,2013,"Zweig, Stefan",srp,ger,Brazil,Brasilien,Beograd,XA-RS
1043,990047194560603338,9780374125981,2014,"Celan, Paul",eng,ger,Breathturn into timestead,fail,"New York, NY",XD-US
1044,990045670090603338,9781907822537,2012,"Freitag, Günther",eng,ger,Brendel's fantasy,Brendels Fantasie,London,XA-GB
1049,990039054740603338,9781612191133,2012,"Haas, Wolf",eng,ger,Brenner and God,Brenner und der liebe Gott,"Brooklyn, NY",XD-US
